명칭,전화번호,주소,위도,경도,주차 가능,조리 가능,픽업서비스,부대 시설,객실명,객실크기,기준인원,비수기주말최소,비수기주중최소,성수기,id
제주 그랑빌펜션,064-739-9994,제주특별자치도 서귀포시 중문관광로 17,33.256419424,126.4152741309,가능,가능,불가,"TV, 골프 퍼팅존, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외 수영장, 취사용품",스탠다드 커플,9.0,2.0,150000.0,141506.1075493022,205129.7539240833,97
제주 그랑빌펜션,064-739-9994,제주특별자치도 서귀포시 중문관광로 17,33.256419424,126.4152741309,가능,가능,불가,"TV, 골프 퍼팅존, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외 수영장, 취사용품",슈페리어 패밀리,26.0,6.0,150000.0,141506.1075493022,205129.7539240833,98
제주 그랑빌펜션,064-739-9994,제주특별자치도 서귀포시 중문관광로 17,33.256419424,126.4152741309,가능,가능,불가,"TV, 골프 퍼팅존, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외 수영장, 취사용품",디럭스 커플,16.0,2.0,150000.0,141506.1075493022,205129.7539240833,99
제주 그랑빌펜션,064-739-9994,제주특별자치도 서귀포시 중문관광로 17,33.256419424,126.4152741309,가능,가능,불가,"PC, TV, 골프 퍼팅존, 드라이기, 레스토랑, 목욕시설, 바베큐장, 세면도구, 야외 수영장, 취사용품",디럭스 패밀리,22.0,4.0,150000.0,141506.1075493022,205129.7539240833,100
JJ하우스,064-739-7891,제주특별자치도 서귀포시 중산간서로 241,33.2605478564,126.4856512683,가능,가능,불가,"TV, 골프장, 드라이기, 목욕시설, 바베큐장, 세면도구, 유아풀장, 잔디마당, 취사용품",17평 싱글,17.0,2.0,65000.0,65000.0,88889.5600337694,101
JJ하우스,064-739-7891,제주특별자치도 서귀포시 중산간서로 241,33.2605478564,126.4856512683,가능,가능,불가,"TV, 골프장, 드라이기, 목욕시설, 바베큐장, 세면도구, 유아풀장, 잔디마당, 취사용품",35평 A,30.0,4.0,130000.0,130000.0,150000.0,102
JJ하우스,064-739-7891,제주특별자치도 서귀포시 중산간서로 241,33.2605478564,126.4856512683,가능,가능,불가,"TV, 골프장, 드라이기, 목욕시설, 바베큐장, 세면도구, 유아풀장, 잔디마당, 취사용품",17평 트윈,17.0,2.0,65000.0,65000.0,90000.0,103
JJ하우스,064-739-7891,제주특별자치도 서귀포시 중산간서로 241,33.2605478564,126.4856512683,가능,가능,불가,"TV, 골프장, 드라이기, 목욕시설, 바베큐장, 세면도구, 유아풀장, 잔디마당, 취사용품",35평 B,30.0,4.0,170000.0,170000.0,190000.0,104
마레보 비치호텔,064-799-2345,제주특별자치도 제주시 곽지1길 23 마레보비치호텔,33.4481853609,126.304137829,가능,불가,불가,"TV, 노래방, 드라이기, 목욕시설, 세면도구, 욕조, 카페 마레보(1층)",마레 디럭스 더블,26.0,2.0,380000.0,380000.0,519662.0432743442,105
마레보 비치호텔,064-799-2345,제주특별자치도 제주시 곽지1길 23 마레보비치호텔,33.4481853609,126.304137829,가능,불가,불가,"TV, 노래방, 드라이기, 목욕시설, 세면도구, 욕조, 카페 마레보(1층)",원더풀 스위트,26.0,2.0,700000.0,700000.0,957272.1849790552,106
마레보 비치호텔,064-799-2345,제주특별자치도 제주시 곽지1길 23 마레보비치호텔,33.4481853609,126.304137829,가능,불가,불가,"TV, 노래방, 드라이기, 목욕시설, 세면도구, 욕조, 카페 마레보(1층)",마레보 스위트,26.0,4.0,1200000.0,1200000.0,1641038.031392666,107
마레보 비치호텔,064-799-2345,제주특별자치도 제주시 곽지1길 23 마레보비치호텔,33.4481853609,126.304137829,가능,불가,불가,"TV, 노래방, 드라이기, 목욕시설, 세면도구, 욕조, 카페 마레보(1층)",패밀리 스위트,26.0,2.0,600000.0,600000.0,820519.015696333,108
마레보 비치호텔,064-799-2345,제주특별자치도 제주시 곽지1길 23 마레보비치호텔,33.4481853609,126.304137829,가능,불가,불가,"TV, 노래방, 드라이기, 목욕시설, 세면도구, 욕조, 카페 마레보(1층)",보스코 프린스,26.0,2.0,300000.0,300000.0,410259.5078481665,109
마레보 비치호텔,064-799-2345,제주특별자치도 제주시 곽지1길 23 마레보비치호텔,33.4481853609,126.304137829,가능,불가,불가,"TV, 노래방, 드라이기, 목욕시설, 세면도구, 욕조, 카페 마레보(1층)",보스코 디럭스,26.0,2.0,360000.0,360000.0,492311.4094177998,110
마레보 비치호텔,064-799-2345,제주특별자치도 제주시 곽지1길 23 마레보비치호텔,33.4481853609,126.304137829,가능,불가,불가,"TV, 노래방, 드라이기, 목욕시설, 세면도구, 욕조, 카페 마레보(1층)",마레 프린세스,26.0,2.0,330000.0,330000.0,451285.4586329832,111
마레보 비치호텔,064-799-2345,제주특별자치도 제주시 곽지1길 23 마레보비치호텔,33.4481853609,126.304137829,가능,불가,불가,"TV, 노래방, 드라이기, 목욕시설, 세면도구, 욕조, 카페 마레보(1층)",마레 디럭스 트윈,26.0,2.0,380000.0,380000.0,519662.0432743442,112
오션스위츠 제주호텔,064-720-6000,제주특별자치도 제주시 탑동해안로 74,33.5183727266,126.5231255322,가능,불가,가능,"TV, 관광정보센터(1F), 드라이기, 목욕시설, 바(1F), 베터플랫(베이커리 1F), 북클럽(1F), 블루오션(레스토랑 2F), 세면도구, 연회장, 오델리(1F), 욕조, 웨딩홀, 코인세탁방(1F), 테라피(10F), 편의점(1F), 피트니스 센터(11F)",더블/트윈,7.0,2.0,180000.0,169807.3290591626,246155.7047088999,113
오션스위츠 제주호텔,064-720-6000,제주특별자치도 제주시 탑동해안로 74,33.5183727266,126.5231255322,가능,불가,가능,"TV, 관광정보센터(1F), 드라이기, 목욕시설, 바(1F), 베터플랫(베이커리 1F), 북클럽(1F), 블루오션(레스토랑 2F), 세면도구, 연회장, 오델리(1F), 욕조, 웨딩홀, 코인세탁방(1F), 테라피(10F), 편의점(1F), 피트니스 센터(11F)",산전망/바다전망,9.0,2.0,180000.0,169807.3290591626,246155.7047088999,114
오션스위츠 제주호텔,064-720-6000,제주특별자치도 제주시 탑동해안로 74,33.5183727266,126.5231255322,가능,불가,가능,"TV, 관광정보센터(1F), 드라이기, 목욕시설, 바(1F), 베터플랫(베이커리 1F), 북클럽(1F), 블루오션(레스토랑 2F), 세면도구, 연회장, 오델리(1F), 욕조, 웨딩홀, 코인세탁방(1F), 테라피(10F), 편의점(1F), 피트니스 센터(11F)",디럭스,14.0,,180000.0,169807.3290591626,246155.7047088999,115
오션스위츠 제주호텔,064-720-6000,제주특별자치도 제주시 탑동해안로 74,33.5183727266,126.5231255322,가능,불가,가능,"TV, 관광정보센터(1F), 드라이기, 목욕시설, 바(1F), 베터플랫(베이커리 1F), 북클럽(1F), 블루오션(레스토랑 2F), 세면도구, 연회장, 오델리(1F), 욕조, 웨딩홀, 코인세탁방(1F), 테라피(10F), 편의점(1F), 피트니스 센터(11F)",키즈 스위트,13.0,2.0,180000.0,169807.3290591626,246155.7047088999,116
오션스위츠 제주호텔,064-720-6000,제주특별자치도 제주시 탑동해안로 74,33.5183727266,126.5231255322,가능,불가,가능,"TV, 관광정보센터(1F), 드라이기, 목욕시설, 바(1F), 베터플랫(베이커리 1F), 북클럽(1F), 블루오션(레스토랑 2F), 세면도구, 연회장, 오델리(1F), 욕조, 웨딩홀, 코인세탁방(1F), 테라피(10F), 편의점(1F), 피트니스 센터(11F)",코너 스위트,18.0,2.0,180000.0,169807.3290591626,246155.7047088999,117
오션스위츠 제주호텔,064-720-6000,제주특별자치도 제주시 탑동해안로 74,33.5183727266,126.5231255322,가능,불가,가능,"TV, 관광정보센터(1F), 드라이기, 목욕시설, 바(1F), 베터플랫(베이커리 1F), 북클럽(1F), 블루오션(레스토랑 2F), 세면도구, 연회장, 오델리(1F), 욕조, 웨딩홀, 코인세탁방(1F), 테라피(10F), 편의점(1F), 피트니스 센터(11F), 홈시어터",프레지덴셜 스위트,44.0,2.0,180000.0,169807.3290591626,246155.7047088999,118
오션스위츠 제주호텔,064-720-6000,제주특별자치도 제주시 탑동해안로 74,33.5183727266,126.5231255322,가능,불가,가능,"TV, 관광정보센터(1F), 드라이기, 목욕시설, 바(1F), 베터플랫(베이커리 1F), 북클럽(1F), 블루오션(레스토랑 2F), 세면도구, 연회장, 오델리(1F), 욕조, 웨딩홀, 코인세탁방(1F), 테라피(10F), 편의점(1F), 피트니스 센터(11F)",투룸 패밀리,13.0,2.0,180000.0,169807.3290591626,246155.7047088999,119
오션스위츠 제주호텔,064-720-6000,제주특별자치도 제주시 탑동해안로 74,33.5183727266,126.5231255322,가능,불가,가능,"TV, 관광정보센터(1F), 드라이기, 목욕시설, 바(1F), 베터플랫(베이커리 1F), 북클럽(1F), 블루오션(레스토랑 2F), 세면도구, 연회장, 오델리(1F), 욕조, 웨딩홀, 코인세탁방(1F), 테라피(10F), 편의점(1F), 피트니스 센터(11F)",팔러 스위트,25.0,2.0,180000.0,169807.3290591626,246155.7047088999,120
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 욕조, 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",디럭스 한실,9.0,2.0,110000.0,103771.1455361549,150428.4862109944,121
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 욕조, 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",패밀리 풀,11.0,3.0,110000.0,103771.1455361549,150428.4862109944,122
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",코너 디럭스,11.0,2.0,110000.0,103771.1455361549,150428.4862109944,123
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 욕조, 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",더블/트윈,8.0,2.0,110000.0,103771.1455361549,150428.4862109944,124
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 욕조, 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",패밀리 디럭스,8.0,2.0,110000.0,103771.1455361549,150428.4862109944,125
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 욕조, 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",패밀리 테라스,9.0,2.0,110000.0,103771.1455361549,150428.4862109944,126
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 욕조, 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",패밀리 벙크 테라스,9.0,3.0,110000.0,103771.1455361549,150428.4862109944,127
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 욕조, 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",듀플렉스,11.0,2.0,110000.0,103771.1455361549,150428.4862109944,128
제주 스위트호텔,064-738-3800,제주특별자치도 서귀포시 중문관광로72번길 67,33.2490784581,126.4083582278,가능,불가,불가,"Self BBQ, TV, 드라이기, 라 테라스(레스토랑 1F) 라비타(와인바 1F), 목욕시설, 미팅룸(B1F), 비즈니스 센터(1F), 세면도구, 스파(B1F), 앙트레(테라스), 야외수영장, 어린이도서관(1F), 연회장(2F), 욕조, 웨딩홀(2F), 코코모(스넥바), 한우명가(한식당 1F), 휘트니스 센터(B1F)",프리미어 스위트,17.0,2.0,110000.0,103771.1455361549,150428.4862109944,129
제주 퍼시픽 호텔,064-758-2500,제주특별자치도 제주시 서사로 20,33.5106929538,126.5188732984,가능,불가,불가,"TV, 드라이기, 라운지바, 마사지샵, 목욕시설, 비즈니스 센터, 세면도구, 양식당, 연회장, 옥상 수영장, 옥상 야외식당, 토산품점, 한식당, 헬스클럽, 회의실",스탠다드,9.0,2.0,110000.0,110000.0,110000.0,130
제주 퍼시픽 호텔,064-758-2500,제주특별자치도 제주시 서사로 20,33.5106929538,126.5188732984,가능,불가,불가,"TV, 드라이기, 라운지바, 마사지샵, 목욕시설, 비즈니스 센터, 세면도구, 양식당, 연회장, 옥상 수영장, 옥상 야외식당, 토산품점, 한식당, 헬스클럽, 회의실",디럭스 스위트,9.0,2.0,220000.0,220000.0,220000.0,131
제주 퍼시픽 호텔,064-758-2500,제주특별자치도 제주시 서사로 20,33.5106929538,126.5188732984,가능,불가,불가,"TV, 드라이기, 라운지바, 마사지샵, 목욕시설, 비즈니스 센터, 세면도구, 양식당, 연회장, 옥상 수영장, 옥상 야외식당, 토산품점, 한식당, 헬스클럽, 회의실",주니어 스위트 온돌,11.0,2.0,330000.0,330000.0,330000.0,132
제주 퍼시픽 호텔,064-758-2500,제주특별자치도 제주시 서사로 20,33.5106929538,126.5188732984,가능,불가,불가,"TV, 드라이기, 라운지바, 마사지샵, 목욕시설, 비즈니스 센터, 세면도구, 양식당, 연회장, 옥상 수영장, 옥상 야외식당, 토산품점, 한식당, 헬스클럽, 회의실",로얄 스위트,18.0,2.0,440000.0,440000.0,440000.0,133
제주 퍼시픽 호텔,064-758-2500,제주특별자치도 제주시 서사로 20,33.5106929538,126.5188732984,가능,불가,불가,"TV, 드라이기, 라운지바, 마사지샵, 목욕시설, 비즈니스 센터, 세면도구, 양식당, 연회장, 옥상 수영장, 옥상 야외식당, 토산품점, 한식당, 헬스클럽, 회의실",스탠다드 온돌,9.0,2.0,110000.0,110000.0,110000.0,134
제주 퍼시픽 호텔,064-758-2500,제주특별자치도 제주시 서사로 20,33.5106929538,126.5188732984,가능,불가,불가,"TV, 드라이기, 라운지바, 마사지샵, 목욕시설, 비즈니스 센터, 세면도구, 양식당, 연회장, 옥상 수영장, 옥상 야외식당, 토산품점, 한식당, 헬스클럽, 회의실",디럭스 스위트 온돌,9.0,2.0,220000.0,220000.0,220000.0,135
